City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification score,Qualification rank,Semi-Final score,Semi-Final rank,1/8 score,1/4 score,1/2 score,Small Final score,Final score,Final rank
Salt Lake City2,USA,2022,BS,WC,speed,Women,2,Emma,Hunt,USA,2003,7.05 (PAR),3,,,7.54,7.18,7.18,,FALL,2
Salt Lake City2,USA,2022,BS,WC,speed,Women,3,Aleksandra,Kalucka,POL,2001,7.04,2,,,7.09,7.44,8.91,7.96,,3
Salt Lake City2,USA,2022,BS,WC,speed,Women,4,Natalia,Kalucka,POL,2001,7.16,4,,,7.49,7.73,7.51,FALL,,4
Salt Lake City2,USA,2022,BS,WC,speed,Women,5,Giulia,Randi ,ITA,2002,7.58,5,,,7.64,7.77,,,,5
Salt Lake City2,USA,2022,BS,WC,speed,Women,6,Beatrice,Colli,ITA,2004,7.6,6,,,7.54,7.4,,,,6
Salt Lake City2,USA,2022,BS,WC,speed,Women,7,Capucine,Viglione,FRA,2002,7.78,9,,,7.48,8.48,,,,7
Salt Lake City2,USA,2022,BS,WC,speed,Women,8,Franziska,Ritter,GER,2003,7.86,10,,,7.4,7.82,,,,8
Salt Lake City2,USA,2022,BS,WC,speed,Women,9,Patrycja,Chudziak,POL,1997,7.66,7,,,7.65,,,,,9
Salt Lake City2,USA,2022,BS,WC,speed,Women,10,Karin,HAYASHI,JPN,2005,7.7,8,,,8.31,,,,,10
Salt Lake City2,USA,2022,BS,WC,speed,Women,11,Andrea,Rojas,ECU,1995,7.93,11,,,7.77,,,,,11
Salt Lake City2,USA,2022,BS,WC,speed,Women,12,Nuria,Brockfeld,GER,2004,8.1,12,,,7.98,,,,,12
Salt Lake City2,USA,2022,BS,WC,speed,Women,13,Piper,Kelly,USA,1999,8.41,13,,,11.45,,,,,13
Salt Lake City2,USA,2022,BS,WC,speed,Women,14,Callie,Close,USA,2004,8.44,14,,,8.24,,,,,14
Salt Lake City2,USA,2022,BS,WC,speed,Women,15,Anna,Brozek,POL,1995,8.52,15,,,8.01,,,,,15
Salt Lake City2,USA,2022,BS,WC,speed,Women,16,Tetiana,Kolkotina,UKR,1992,8.56,16,,,10.39,,,,,16
Salt Lake City2,USA,2022,BS,WC,speed,Women,17,Fumika,KAWAKAMI,JPN,2006,8.74,17,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,18,Youjin,CHA,KOR,1999,8.75,18,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,19,María,Laborda Sagaste,ESP,2004,9.08,19,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,20,Alejandra,Contreras,CHI,2000,9.21,20,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,21,Sophia,Curcio,USA,2006,9.34,21,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,22,Hanareum,SUNG,KOR,2005,9.38,22,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,23,Valeria,Macias Ferreira,MEX,2001,9.46,23,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,24,Isabel,Gifford,USA,1999,10.04,24,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,25,Addyson,Tallent,USA,2006,10.22,25,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,26,Arantza,Fernández Gutierrez,MEX,2002,10.57,26,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,27,Victoire,Andrier,FRA,1996,10.83,27,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,28,Liberty,Runnels,USA,2006,12.55,28,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,29,Grace,Crowley,AUS,2003,14.53,29,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,30,María Fernanda,Hidalgo Amezquita,MEX,2001,14.8,30,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,31,Doriane,SARAMANDIF,MRI,2005,28.1,31,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,speed,Women,32,Aurelia,Sarisson,FRA,1997,FALSE START,32,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,1,Yoshiyuki,Ogata,JPN,1998,4T4z 6 4,15,4T4z 8 8,2,,,,,4T4z 5 5,1
Salt Lake City2,USA,2022,BS,WC,boulder,Men,2,Anze,Peharc,SLO,1997,4T5z 6 6,13,4T4z 9 7,3,,,,,4T4z 5 5,2
Salt Lake City2,USA,2022,BS,WC,boulder,Men,3,Kokoro,Fujii,JPN,1992,4T5z 4 5,9,4T4z 7 7,1,,,,,4T4z 9 8,3
Salt Lake City2,USA,2022,BS,WC,boulder,Men,4,Jongwon,CHON,KOR,1996,5T5z 10 5,3,3T4z 7 8,6,,,,,3T4z 4 5,4
Salt Lake City2,USA,2022,BS,WC,boulder,Men,5,Rei,Kawamata,JPN,2003,5T5z 9 5,3,4T4z 10 9,5,,,,,3T3z 7 6,5
Salt Lake City2,USA,2022,BS,WC,boulder,Men,6,Ross,Fulkerson,USA,2001,4T5z 4 6,11,4T4z 9 9,4,,,,,2T2z 4 3,6
Salt Lake City2,USA,2022,BS,WC,boulder,Men,7,Yannick,Flohé,GER,1999,5T5z 9 5,3,3T4z 8 9,7,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,7,Jakob,Schubert,AUT,1990,4T5z 7 5,15,3T4z 8 9,7,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,9,Paul,Jenft,FRA,2003,3T4z 3 7,19,3T4z 9 10,9,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,10,Dohyun,LEE,KOR,2002,5T5z 9 7,1,3T4z 10 11,10,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,11,Zach,Galla,USA,2000,3T5z 8 8,17,3T3z 3 3,11,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,12,Maximillian,Milne,GBR,2000,5T5z 10 9,6,3T3z 4 3,12,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,13,Colin,Duffy,USA,2003,4T5z 7 6,17,2T4z 12 14,13,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,14,Nathan,Phillips,GBR,1994,3T5z 3 7,19,2T3z 2 3,14,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,15,Hamish,McArthur,GBR,2002,5T5z 11 9,7,2T3z 3 3,15,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,16,Sean,Bailey,USA,1996,5T5z 9 6,7,2T3z 4 3,16,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,17,Gregor,Vezonik,SLO,1995,4T5z 8 5,13,2T3z 7 8,17,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,18,Tomoaki,Takata,JPN,1995,4T5z 6 6,11,1T4z 5 11,18,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,19,Keita,Dohi,JPN,2000,5T5z 8 5,1,1T2z 3 2,19,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,20,Yuji,Inoue,JPN,1995,5T5z 12 7,9,1T1z 2 2,20,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,21,Mejdi,Schalck,FRA,2004,3T4z 7 5,21,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,21,Kento,YAMAGUCHI,JPN,2002,3T5z 4 5,21,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,23,Nimrod,Marcus,ISR,1999,3T5z 5 7,23,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,23,Michael,Piccolruaz,ITA,1995,2T4z 2 6,23,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,25,Zan,Lovenjak Sudar,SLO,1998,2T4z 4 5,25,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,25,Max,Kleesattel,GER,1998,3T5z 5 9,25,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,27,Nicolai,Uznik,AUT,2000,3T5z 5 12,27,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,27,Nino,Grünenfelder,SUI,2001,2T4z 4 7,27,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,29,Sascha,Lehmann,SUI,1998,2T3z 3 3,29,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,29,Benjamin,Hanna,USA,1998,3T4z 3 4,29,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,31,Satone,YOSHIDA,JPN,2004,3T4z 4 4,31,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,31,Oscar,Baudrand,CAN,2005,2T3z 3 4,31,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,33,William,Ridal,GBR,1997,2T3z 6 4,33,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,33,Christopher,Cosser,RSA,2000,2T5z 3 9,33,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,35,Victor,Baudrand,CAN,2003,1T5z 1 15,35,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,35,Guy,McNamee,CAN,2002,2T4z 4 5,35,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,37,Sean,McColl,CAN,1987,2T3z 3 3,37,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,37,Charles,Barron,USA,1998,1T4z 1 8,37,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,37,Jesse,Grupper,USA,1997,2T3z 3 3,37,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,40,Simon,Hibbeler,USA,1998,1T4z 1 11,40,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,41,Christoph,Schweiger,GER,2001,1T4z 2 4,41,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,41,Ciarán,Scanlon,IRL,1995,2T3z 3 4,41,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,43,Julien,Clémence,SUI,2001,1T4z 1 6,43,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,43,Benjamin,Vargas,CHI,1999,1T4z 5 7,43,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,45,Nils,Favre,SUI,1991,1T4z 1 7,45,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,45,Luke,GOH WEN BIN,SGP,2002,1T3z 1 4,45,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,45,Michael,O'Neill,IRL,2000,1T4z 1 7,45,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,45,Felipe ,Ho Foganholo,BRA,1999,1T4z 1 7,45,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,45,Luke,Muehring,USA,1998,1T3z 1 4,45,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,50,Alex,Waterhouse,GBR,1997,1T3z 2 3,50,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,51,Carmel,Raz romeo,ISR,2000,1T4z 3 9,51,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,51,ARDCH,INTRACHUPONGSE,THA,2004,1T2z 4 3,51,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,53,MINYOUNG,LEE,KOR,1999,1T3z 1 3,53,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,53,Alberto,Ginés López,ESP,2002,1T3z 1 3,53,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,53,DOHYEON,KIM,KOR,2005,0T4z 0 8,53,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,56,Yotam,Ben reuven,ISR,2001,0T3z 0 3,56,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,56,WONWOO,HAN,KOR,2003,0T3z 0 3,56,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,56,Ronny,Escobar,CHI,1997,0T3z 0 3,56,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,59,Joe,Goodacre,USA,2001,1T3z 1 4,59,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,60,Elias,Arriagada Krüger,GER,2000,1T3z 1 8,60,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,61,Chua,Dennis,SGP,1991,0T3z 0 4,61,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,61,Rodrigo,Iasi Hanada,BRA,2002,1T2z 1 2,61,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,63,Roman,Batsenko,UKR,1995,0T3z 0 5,63,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,63,Calrin,Curtis,RSA,1993,0T3z 0 9,63,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,65,Mateus,Rodrigues Bellotto,BRA,2003,0T3z 0 7,65,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,65,Franz Josef,Weber,MEX,1989,0T2z 0 3,65,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,67,Carlos,Granja,ECU,1999,0T3z 0 11,67,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,67,José Alejandro,Sauceda Rodríguez,MEX,1997,0T0z 0 0,67,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,67,Terence,SARAMANDIF,MRI,2002,0T0z 0 0,67,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,70,Jorge,Loredo Duran,MEX,1998,0T2z 0 7,70,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Men,71,Lucas,Pedroza Diaz de León,MEX,2000,0T2z 0 9,71,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,1,Natalia,Grossman,USA,2001,5T5z 8 8,3,3T4z 5 4,4,,,,,4T4z 10 4,1
Salt Lake City2,USA,2022,BS,WC,boulder,Women,2,Miho,Nonaka,JPN,1997,5T5z 11 10,1,4T4z 10 8,3,,,,,3T4z 5 5,2
Salt Lake City2,USA,2022,BS,WC,boulder,Women,3,Brooke,Raboutou,USA,2001,5T5z 14 14,8,4T4z 9 6,2,,,,,3T4z 6 4,3
Salt Lake City2,USA,2022,BS,WC,boulder,Women,4,Futaba,Ito,JPN,2002,5T5z 15 13,9,3T4z 8 6,6,,,,,3T4z 9 9,4
Salt Lake City2,USA,2022,BS,WC,boulder,Women,5,Chaehyun,SEO,KOR,2003,4T5z 7 9,9,3T4z 6 7,5,,,,,2T4z 2 8,5
Salt Lake City2,USA,2022,BS,WC,boulder,Women,6,Ayala,Kerem,ISR,2001,5T5z 12 11,3,4T4z 8 7,1,,,,,2T4z 3 8,6
Salt Lake City2,USA,2022,BS,WC,boulder,Women,7,Giorgia,Tesio,ITA,2000,4T4z 4 4,19,2T4z 3 14,7,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,8,Oriane,Bertone,FRA,2005,5T5z 8 8,3,2T4z 5 6,8,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,9,Holly,Toothill,GBR,2001,4T5z 7 8,13,2T4z 6 10,9,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,10,Nanako,Kura,JPN,2000,4T5z 9 16,17,2T3z 5 5,10,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,11,Stasa,Gejo,SRB,1997,4T5z 5 9,11,2T3z 7 8,11,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,12,Franziska,Sterrer,AUT,1998,5T5z 8 8,3,1T4z 3 13,12,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,13,Jessica,Pilz,AUT,1996,5T5z 13 11,7,1T4z 6 9,13,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,14,Afra,Hönig,GER,1995,5T5z 6 6,1,1T3z 2 6,14,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,15,Cloe,Coscoy,USA,2001,4T5z 7 9,15,1T3z 2 8,15,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,16,Kylie,Cullen,USA,2004,3T5z 3 5,15,1T3z 2 9,16,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,17,Camilla,Moroni,ITA,2001,4T4z 5 5,11,1T2z 6 11,17,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,18,YUETONG,Zhang,CHN,2003,3T5z 3 6,17,0T1z 0 3,18,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,19,Jennifer,Wood,GBR,1994,4T4z 10 9,13,0T1z 0 6,19,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,20,Gayeong,OH,KOR,2006,3T5z 5 9,19,0T0z 0 0,20,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,21,Petra,Klingler,SUI,1992,3T5z 7 7,21,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,21,Anon,Matsufuji,JPN,2003,4T4z 12 12,21,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,23,Katja,Debevec,SLO,1995,3T4z 3 7,23,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,23,Mia,AOYAGI,JPN,2003,3T4z 3 4,23,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,23,Roxana,Wienand,GER,2000,3T4z 3 4,23,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,26,Alannah,Yip,CAN,1993,3T4z 4 5,26,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,27,Ievgeniia,Kazbekova,UKR,1996,3T4z 3 8,27,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,27,Quinn,Mason,USA,2003,2T4z 3 7,27,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,29,Sofya,Yokoyama,SUI,1998,3T4z 4 4,29,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,29,Vanessa Si Yinn,Teng,SGP,1996,2T4z 3 9,29,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,31,Adriene,Clark,USA,2004,3T4z 4 5,31,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,31,Campbell,Sarinopoulos,USA,2004,2T3z 2 4,31,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,33,Hannah,Slaney,GBR,1999,3T4z 6 8,33,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,33,Tara,Hayes,GBR,1997,2T3z 4 3,33,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,35,Evangelina,Briggs,CAN,2006,3T4z 6 10,35,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,35,Ignacia,Mellado Quinteros,CHI,2002,2T3z 5 5,35,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,37,Maya,Madere,USA,1999,1T5z 1 12,37,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,37,Emily,Herdic,USA,2002,3T4z 14 14,37,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,39,Aida,Torres Illamola,ESP,2002,1T4z 1 12,39,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,39,Babette,Roy,CAN,2002,2T5z 2 10,39,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,41,Hana,KOIKE,JPN,2005,1T3z 1 6,41,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,41,Indiana,Chapman,CAN,2003,2T3z 2 5,41,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,43,Valentina,Aguado,ARG,2001,2T2z 3 2,43,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,43,Yejoo,SEO,KOR,2006,1T3z 1 10,43,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,45,Alejandra,Contreras,CHI,2000,1T2z 3 2,45,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,45,Tan,Shi Hui,SGP,1992,2T2z 4 3,45,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,47,Elizabeth,Sepulveda,PUR,2002,1T2z 6 7,47,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,47,Zoe,GARCIA MOLINA,ARG,2004,1T1z 6 5,47,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,49,Arantza,Fernández Gutierrez,MEX,2002,1T1z 3 3,49,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,49,Lauren,Mukheibir,RSA,2001,1T1z 9 6,49,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,51,Grace,Crowley,AUS,2003,0T1z 0 2,51,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,51,Siobhan,Dobie,AUS,1997,0T1z 0 3,51,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,53,Doriane,SARAMANDIF,MRI,2005,0T0z 0 0,53,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,,Leonie,Lochner,GER,2000,DNS,,,,,,,,,
Salt Lake City2,USA,2022,BS,WC,boulder,Women,,Rebecca,Frangos,CAN,1997,DNS,,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,1,VEDDRIQ,LEONARDO,INA,1997,5.41,2,,,5.66,5.47,5.38,,6.96,1
Seoul,KOR,2022,BS,WC,speed,Men,2,KIROMAL,KATIBIN,INA,2000,5.17 (WR) (AsR),1,,,5.51,5.26,5.29,,FALSE START,2
Seoul,KOR,2022,BS,WC,speed,Men,3,RAHMAD,ADI MULYONO,INA,2000,5.48,3,,,8.32,5.56,5.54,5.58,,3
Seoul,KOR,2022,BS,WC,speed,Men,4,Ludovico,Fossali,ITA,1997,5.887,12,,,5.61,5.64,FALL,FALL,,4
Seoul,KOR,2022,BS,WC,speed,Men,5,ZAENAL,ARIPIN,INA,1992,5.74,6,,,6.06,FALL,,,,5
Seoul,KOR,2022,BS,WC,speed,Men,6,Seungbeom,LEE,KOR,1999,5.76,7,,,5.76,5.76,,,,6
Seoul,KOR,2022,BS,WC,speed,Men,7,Guillaume,Moro,FRA,1994,5.79,9,,,6.03,6.26,,,,7
Seoul,KOR,2022,BS,WC,speed,Men,8,Tobias,Plangger,AUT,2001,5.889,13,,,6.37,5.69,,,,8
Seoul,KOR,2022,BS,WC,speed,Men,9,Reza,Alipour Shenazandifard,IRI,1994,5.49,4,,,6.4,,,,,9
Seoul,KOR,2022,BS,WC,speed,Men,10,ASPAR,ASPAR,INA,1992,5.7,5,,,5.71,,,,,10
Seoul,KOR,2022,BS,WC,speed,Men,11,Erik,Noya Cardona,ESP,1994,5.78,8,,,FALL,,,,,11
Seoul,KOR,2022,BS,WC,speed,Men,12,ALFIAN,MUHAMMAD FAJRI,INA,1997,5.8,10,,,5.79,,,,,12
Seoul,KOR,2022,BS,WC,speed,Men,13,Yongjun,JUNG,KOR,2003,5.85,11,,,7.7,,,,,13
Seoul,KOR,2022,BS,WC,speed,Men,14,RAHARJATI,NURSAMSA,INA,2001,5.93,14,,,8.39,,,,,14
Seoul,KOR,2022,BS,WC,speed,Men,15,Pierre,Rebreyend,FRA,1997,5.94,15,,,FALL,,,,,15
Seoul,KOR,2022,BS,WC,speed,Men,16,Samuel,Watson,USA,2006,5.97,16,,,6.64,,,,,16
Seoul,KOR,2022,BS,WC,speed,Men,17,Leander,Carmanns,GER,2004,6.01,17,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,18,Joe,Goodacre,USA,2001,6.12,18,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,19,Yudai,Ikeda,JPN,1998,6.15,19,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,20,Ryo,OMASA,JPN,2002,6.17,20,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,21,Dylan,Le,CAN,2005,6.3,21,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,22,Lukas,Knapp,AUT,1997,6.33,22,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,23,Yann,LE CLERCQ DE LANNOY,FRA,1999,6.36,23,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,24,Minsu,KANG,KOR,2001,6.387,24,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,25,Noah,Bratschi,USA,2000,6.388,25,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,26,Quinn,O'Francia,USA,2004,6.45,26,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,27,Taeung,MOON,KOR,2001,6.53,27,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,28,Akihisa,KAJI,JPN,2002,6.72,28,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,29,Gian Luca,Zodda,ITA,1999,6.89,29,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,30,Euncheol,SHIN,KOR,1999,6.9,30,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,31,Hyeonu,SONG,KOR,2006,7.12,31,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,32,MINSOO,PARK,KOR,1998,7.84,32,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,33,Rishat,Khaibullin,KAZ,1995,8.17,33,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,34,Shuto,FUJINO,JPN,2004,8.55,34,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,35,SANGHYUN,CHO,KOR,2003,8.78,35,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,36,Linus,Bader,GER,2002,9.22,36,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,37,HARAM,JEON,KOR,2003,9.34,37,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,38,John,Brosler,USA,1997,FALL,38,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Men,38,JIHWAN,JU,KOR,2001,FALL,38,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,1,Aleksandra,Miroslaw,POL,1994,6.64 (WR) (ER),1,,,7.33,8.44,6.83,,6.72,1
Seoul,KOR,2022,BS,WC,speed,Women,2,Emma,Hunt,USA,2003,7.99,11,,,7.22,7.99,7.44,,7.23,2
Seoul,KOR,2022,BS,WC,speed,Women,3,Aleksandra,Kalucka,POL,2001,7.4,5,,,7.17,8.15,9.54,7.24,,3
Seoul,KOR,2022,BS,WC,speed,Women,4,Franziska,Ritter,GER,2003,7.55,7,,,7.5,8.45,10.17,7.58,,4
Seoul,KOR,2022,BS,WC,speed,Women,5,RAJIAH,SALLSABILLAH,INA,1999,7.26,3,,,7.47,FALL,,,,5
Seoul,KOR,2022,BS,WC,speed,Women,6,Capucine,Viglione,FRA,2002,7.67,8,,,7.65,11.87,,,,6
Seoul,KOR,2022,BS,WC,speed,Women,7,Jimin,JEONG,KOR,2004,8.12,13,,,8.15,8.17,,,,7
Seoul,KOR,2022,BS,WC,speed,Women,8,Nuria,Brockfeld,GER,2004,8.2,15,,,8.06,10.86,,,,8
Seoul,KOR,2022,BS,WC,speed,Women,9,DESAK,MADE RITA KUSUMA DEWI,INA,2001,7.15,2,,,9.91,,,,,9
