"fullname","discipline","category","Age","country","rank"
"Leto Cavé","lead","Men",19,"NLD",34
"Leto Cavé","lead","Men",19,"NLD",34
"Leto Cavé","lead","Men",19,"NLD",34
"Leto Cavé","lead","Men",19,"NLD",34
"Leto Cavé","lead","Men",19,"NLD",34
"Lev Rudatskiy","speed","Men",24,"RUS",15
"Lev Rudatskiy","speed","Men",24,"RUS",15
"Lia Wieckowski","boulder","Women",25,"CAN",69
"Liam Healy","boulder","Men",25,"AUS",42
"LIANG ZHANG","speed","Men",19,"CHN",5
"LIANG ZHANG","speed","Men",19,"CHN",5
"LIANG ZHANG","speed","Men",19,"CHN",5
"LIANG ZHANG","speed","Men",19,"CHN",5
"Liberty Runnels","speed","Women",16,"USA",23
"Liberty Runnels","speed","Women",16,"USA",23
"Liberty Runnels","speed","Women",16,"USA",23
"Liberty Runnels","speed","Women",16,"USA",23
"Liberty Runnels","speed","Women",16,"USA",23
"LIJUAN DENG","speed","Women",22,"CHN",1
"LIJUAN DENG","speed","Women",22,"CHN",1
"LIJUAN DENG","speed","Women",22,"CHN",1
"LIJUAN DENG","speed","Women",22,"CHN",1
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Linus Bader","speed","Men",20,"DEU",16
"Lisa Klem","boulder","Women",18,"NLD",57
"Lison Gautron","speed","Women",20,"FRA",16
"Liv Egli","boulder","Women",19,"CHE",37
"Liv Egli","lead","Women",19,"CHE",19
"Liv Egli","lead","Women",19,"CHE",19
"Liv Egli","lead","Women",19,"CHE",19
"Liv Egli","lead","Women",19,"CHE",19
"Liza Novak","lead","Women",17,"SVN",30
"Lluc Macià Llobet","boulder","Men",17,"ESP",72
"Lluc Macià Llobet","boulder","Men",17,"ESP",72
"Lluc Macià Llobet","lead","Men",17,"ESP",67
"Lluc Macià Llobet","lead","Men",17,"ESP",67
"LONG CAO","speed","Men",22,"CHN",3
"LONG CAO","speed","Men",22,"CHN",3
"LONG CAO","speed","Men",22,"CHN",3
"LONG CAO","speed","Men",22,"CHN",3
"Louis Guignard","boulder","Men",18,"CHE",75
"Louis Gundolf","boulder","Men",20,"AUT",79
"Louis Gundolf","lead","Men",21,"AUT",22
"Louis Gundolf","lead","Men",21,"AUT",22
"Louis Gundolf","lead","Men",21,"AUT",22
"Louis Gundolf","lead","Men",21,"AUT",22
"Louis Gundolf","lead","Men",21,"AUT",22
"Louis Gundolf","lead","Men",21,"AUT",22
"Louise Flockhart","lead","Women",18,"GBR",41
"Louna Deshayes","lead","Women",17,"FRA",44
"Louna Deshayes","lead","Women",17,"FRA",44
"Love  Ymer Alber","boulder","Men",21,"SWE",79
"Love  Ymer Alber","boulder","Men",21,"SWE",79
"Love  Ymer Alber","lead","Men",21,"SWE",87
"Lucas Dufros","lead","Men",20,"FRA",45
"Lucas Dufros","lead","Men",20,"FRA",45
"Lucas Dufros","lead","Men",20,"FRA",45
"Lucas Pedroza Diaz de León","boulder","Men",22,"MEX",65
"Lucas Pedroza Diaz de León","boulder","Men",22,"MEX",65
"Lucas Uchida","boulder","Men",24,"CAN",37
"Lucas Uchida","boulder","Men",24,"CAN",37
"Lucia Dörffel","boulder","Women",21,"DEU",19
"Lucia Dörffel","boulder","Women",21,"DEU",19
"Lucia Dörffel","boulder","Women",21,"DEU",19
"Lucia Dörffel","boulder","Women",21,"DEU",19
"Lucia Dörffel","boulder","Women",21,"DEU",19
"Lucia Dörffel","boulder&lead","Women",22,"DEU",18
"Lucia Dörffel","lead","Women",21,"DEU",34
"Lucia Dörffel","lead","Women",21,"DEU",34
"Lucie Delcoigne","boulder","Women",19,"BEL",61
"Lucie Vaillant Bultel","lead","Women",21,"FRA",53
"Lucie Vaillant Bultel","lead","Women",21,"FRA",53
"Lucie Watillon","boulder","Women",18,"BEL",45
"Lucie Watillon","boulder","Women",18,"BEL",45
"Lucie Watillon","boulder","Women",18,"BEL",45
"Lucie Watillon","lead","Women",18,"BEL",33
"Lucie Watillon","lead","Women",18,"BEL",33
"Lucie Watillon","lead","Women",18,"BEL",33
"Lucie Watillon","lead","Women",18,"BEL",33
"Lucija Tarkus","boulder","Women",18,"SVN",14
"Lucija Tarkus","lead","Women",18,"SVN",14
"Lucija Tarkus","lead","Women",18,"SVN",14
"Lucija Tarkus","lead","Women",18,"SVN",14
"Lucija Tarkus","lead","Women",18,"SVN",14
"Lucija Tarkus","lead","Women",18,"SVN",14
"Lucija Tarkus","lead","Women",18,"SVN",14
"Lucinda Ann Stirling","boulder","Women",29,"AUS",93
"Lucinda Ann Stirling","lead","Women",29,"AUS",87
"Lucka Rakovec","boulder","Women",20,"SVN",10
"Lucka Rakovec","boulder","Women",20,"SVN",10
"Lucka Rakovec","boulder","Women",20,"SVN",10
"Lucka Rakovec","boulder","Women",20,"SVN",10
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Lucka Rakovec","lead","Women",20,"SVN",6
"Ludovico Fossali","boulder","Men",24,"ITA",47
"Ludovico Fossali","boulder","Men",24,"ITA",47
"Ludovico Fossali","boulder","Men",24,"ITA",47
"Ludovico Fossali","boulder","Men",24,"ITA",47
"Ludovico Fossali","lead","Men",24,"ITA",62
"Ludovico Fossali","lead","Men",24,"ITA",62
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Ludovico Fossali","speed","Men",25,"ITA",3
"Luisa Flohé","lead","Women",20,"DEU",35
"Luisa Flohé","lead","Women",20,"DEU",35
"Luisa Flohé","lead","Women",20,"DEU",35
"Luisa Flohé","lead","Women",20,"DEU",35
"Luisa Flohé","lead","Women",20,"DEU",35
"Luisa Flohé","lead","Women",20,"DEU",35
"Luisa Flohé","lead","Women",20,"DEU",35
"Lujza Michalková","boulder","Women",16,"SVK",73
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Luka Potocar","lead","Men",21,"SVN",1
"Lukas Knapp","speed","Men",25,"AUT",15
"Lukas Knapp","speed","Men",25,"AUT",15
"Lukas Knapp","speed","Men",25,"AUT",15
"Lukas Knapp","speed","Men",25,"AUT",15
"Lukas Knapp","speed","Men",25,"AUT",15
"Lukas Knapp","speed","Men",25,"AUT",15
"Lukas Knapp","speed","Men",25,"AUT",15
"Luke GOH WEN BIN","boulder","Men",20,"SGP",45
"Luke GOH WEN BIN","boulder","Men",20,"SGP",45
"Luke GOH WEN BIN","boulder","Men",20,"SGP",45
"Luke GOH WEN BIN","boulder&lead","Men",20,"SGP",25
"Luke GOH WEN BIN","lead","Men",20,"SGP",30
"Luke Muehring","boulder","Men",24,"USA",45
"Lynn van der Meer","boulder","Women",22,"NLD",49
"Lynn van der Meer","lead","Women",22,"NLD",18
"Lynn van der Meer","lead","Women",22,"NLD",18
"Lynn van der Meer","lead","Women",22,"NLD",18
"Lynn van der Meer","lead","Women",22,"NLD",18
"Lynn van der Meer","lead","Women",22,"NLD",18
"Lynn van der Meer","lead","Women",22,"NLD",18
"Lynn van der Meer","lead","Women",22,"NLD",18
"Madison Fischer","boulder","Women",21,"CAN",9
"Madison Fischer","boulder","Women",21,"CAN",9
"Madison Fischer","boulder","Women",21,"CAN",9
"Madison Fischer","boulder","Women",21,"CAN",9
"Madison Fischer","lead","Women",21,"CAN",34
"Mahya Darabian","boulder","Women",19,"IRN",49
"Mahya Darabian","combined","Women",19,"IRN",9
"Mahya Darabian","lead","Women",19,"IRN",50
"Mahya Darabian","speed","Women",20,"IRN",17
"Mahya Darabian","speed","Women",20,"IRN",17
"Mailys Piazzalunga","boulder","Women",20,"FRA",24
"Mailys Piazzalunga","boulder","Women",20,"FRA",24
"Mailys Piazzalunga","boulder","Women",20,"FRA",24
"Mailys Piazzalunga","boulder","Women",20,"FRA",24
"Mailys Piazzalunga","boulder","Women",20,"FRA",24
"Mailys Piazzalunga","boulder","Women",20,"FRA",24
"Man-hei CHUNG","boulder","Men",18,"HKG",119
"Man-hei CHUNG","lead","Men",18,"HKG",79
"Man-hei CHUNG","lead","Men",18,"HKG",79
"Man-hei CHUNG","lead","Men",18,"HKG",79
"Man-hei CHUNG","lead","Men",18,"HKG",79
"Man-hei CHUNG","speed","Men",18,"HKG",59
"Man-hei CHUNG","speed","Men",18,"HKG",59
"Manami AIBARA","speed","Women",19,"JPN",22
"Manon Hily","boulder&lead","Women",28,"FRA",12
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Hily","lead","Women",28,"FRA",5
"Manon Lebon","speed","Women",16,"FRA",12
"Manon Lebon","speed","Women",16,"FRA",12
"Manuel Cornu","boulder","Men",28,"FRA",3
"Manuel Cornu","boulder","Men",28,"FRA",3
"Manuel Cornu","boulder","Men",28,"FRA",3
"Manuel Cornu","boulder","Men",28,"FRA",3
"Manuel Cornu","boulder","Men",28,"FRA",3
"Manuel Cornu","boulder","Men",28,"FRA",3
"Manuel Cornu","boulder","Men",28,"FRA",3
"Mao Nakamura","boulder","Women",21,"JPN",10
"Mao Nakamura","boulder","Women",21,"JPN",10
"Mao Nakamura","boulder","Women",21,"JPN",10
"Mao Nakamura","boulder","Women",21,"JPN",10
"Marcello Bombardi","boulder","Men",29,"ITA",47
"Marcello Bombardi","boulder","Men",29,"ITA",47
"Marcello Bombardi","boulder","Men",29,"ITA",47
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcello Bombardi","lead","Men",29,"ITA",6
"Marcin Dzienski","speed","Men",29,"POL",3
"Marcin Dzienski","speed","Men",29,"POL",3
"Marcin Dzienski","speed","Men",29,"POL",3
"Marcin Dzienski","speed","Men",29,"POL",3
"Marcin Dzienski","speed","Men",29,"POL",3
"Marcin Dzienski","speed","Men",29,"POL",3
"Marcin Dzienski","speed","Men",29,"POL",3
"Marcin Dzienski","speed","Men",29,"POL",3
"Marco Rontini","speed","Men",17,"ITA",25
"Marek Jeliga","boulder","Men",18,"CZE",67
"Marek Jeliga","boulder","Men",18,"CZE",67
"Marek Jeliga","boulder","Men",18,"CZE",67
"Marek Jeliga","lead","Men",18,"CZE",46
"Margarita Agambayeva","boulder","Women",22,"KAZ",78
"Margarita Agambayeva","lead","Women",22,"KAZ",47
"Margarita Agambayeva","lead","Women",22,"KAZ",47
"Margarita Agambayeva","lead","Women",22,"KAZ",47
"Margarita Agambayeva","lead","Women",22,"KAZ",47
"Margarita Agambayeva","speed","Women",23,"KAZ",26
"Margarita Agambayeva","speed","Women",23,"KAZ",26
"Margarita Agambayeva","speed","Women",23,"KAZ",26
"Margaryta Zakharova","boulder","Women",26,"UKR",43
"Margaryta Zakharova","boulder","Women",26,"UKR",43
"Margaryta Zakharova","boulder","Women",26,"UKR",43
"Margaryta Zakharova","boulder","Women",26,"UKR",43
"Margaryta Zakharova","combined","Women",26,"UKR",10
"Margaryta Zakharova","lead","Women",26,"UKR",57
"Margaryta Zakharova","speed","Women",26,"UKR",28
"María Fernanda González Rámirez","boulder","Women",21,"MEX",53
"María Fernanda Hidalgo Amezquita","boulder","Women",21,"MEX",57
"María Fernanda Hidalgo Amezquita","lead","Women",20,"MEX",75
"María Fernanda Hidalgo Amezquita","lead","Women",20,"MEX",75
"María Fernanda Hidalgo Amezquita","speed","Women",21,"MEX",29
"María Fernanda Hidalgo Amezquita","speed","Women",21,"MEX",29
"María Fernanda Hidalgo Amezquita","speed","Women",21,"MEX",29
"María Fernanda Hidalgo Amezquita","speed","Women",21,"MEX",29
"María Laborda Sagaste","speed","Women",18,"ESP",17
"María Laborda Sagaste","speed","Women",18,"ESP",17
"María Laborda Sagaste","speed","Women",18,"ESP",17
"María Laborda Sagaste","speed","Women",18,"ESP",17
"María Laborda Sagaste","speed","Women",18,"ESP",17
"María Laborda Sagaste","speed","Women",18,"ESP",17
"Mariana Hanggi Correia","boulder&lead","Women",16,"BRA",27
"Mariana Hanggi Correia","lead","Women",15,"BRA",74
"Mariia Krasavina","speed","Women",31,"RUS",14
"Marius Payet Gaboriaud","speed","Men",16,"FRA",57
"Mark Brand","boulder","Men",23,"NLD",33
"Mark Brand","boulder","Men",23,"NLD",33
"Mark Brand","boulder","Men",23,"NLD",33
"Mark Brand","boulder","Men",23,"NLD",33
"Mark Brand","boulder","Men",23,"NLD",33
"Mark Brand","lead","Men",23,"NLD",27
"Mark Brand","lead","Men",23,"NLD",27
"Mark Brand","lead","Men",23,"NLD",27
"Mark Brand","lead","Men",23,"NLD",27
"Mark Brand","lead","Men",23,"NLD",27
"Mark Brand","lead","Men",23,"NLD",27
"Mark Scanlon","boulder","Men",23,"IRL",67
"Mark Scanlon","boulder","Men",23,"IRL",67
"Marketa Janosova","boulder","Women",17,"CZE",59
"Marketa Janosova","lead","Women",17,"CZE",44
"Martin Bergant","boulder","Men",26,"SVN",25
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Bergant","lead","Men",25,"SVN",9
"Martin Stranik","boulder","Men",32,"CZE",83
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Stranik","lead","Men",31,"CZE",3
"Martin Tekles","lead","Men",30,"DEU",35
"Martin Tekles","lead","Men",30,"DEU",35
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Demmel","lead","Women",21,"DEU",15
"Martina Zanetti","boulder","Women",24,"ITA",49
"Maryia Vernikouskaya","boulder","Women",21,"BLR",73
"Maryia Vernikouskaya","lead","Women",21,"BLR",68
"Masahiro Higuchi","boulder&lead","Men",30,"JPN",9
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Masahiro Higuchi","lead","Men",30,"JPN",1
"Matei MUNTEANU","boulder","Men",20,"ROU",94
"Mateus Rodrigues Bellotto","boulder","Men",19,"BRA",63
"Mateus Rodrigues Bellotto","boulder","Men",19,"BRA",63
"Mateus Rodrigues Bellotto","boulder","Men",19,"BRA",63
"Mateus Rodrigues Bellotto","boulder","Men",19,"BRA",63
"Mateus Rodrigues Bellotto","boulder","Men",19,"BRA",63
"Mateus Rodrigues Bellotto","lead","Men",19,"BRA",78
"Mateus Rodrigues Bellotto","lead","Men",19,"BRA",78
"Mateus Rodrigues Bellotto","lead","Men",19,"BRA",78
"Matey Mitsev","boulder","Men",20,"BGR",93
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathias Posch","lead","Men",22,"AUT",11
"Mathieu Ternant","boulder","Men",26,"FRA",17
"Mathieu Ternant","boulder","Men",26,"FRA",17
"Mathieu Ternant","boulder","Men",26,"FRA",17
"Matias OCHOA MARCOS","boulder","Men",21,"ARG",97
"Matias OCHOA MARCOS","boulder","Men",21,"ARG",97
"Matias OCHOA MARCOS","lead","Men",21,"ARG",109
"Matic Kotar","boulder","Men",22,"SVN",23
"Matic Kotar","boulder","Men",22,"SVN",23
"Matic Kotar","boulder","Men",22,"SVN",23
"Matic Kotar","boulder","Men",22,"SVN",23
"Matic Kotar","boulder","Men",22,"SVN",23
"Matic Kotar","boulder","Men",22,"SVN",23
"Matic Kotar","lead","Men",23,"SVN",40
"Matic Kotar","lead","Men",23,"SVN",40
"Matin Bayat","boulder","Men",21,"IRN",83
"Matin Bayat","lead","Men",21,"IRN",92
"Mattea Pötzi","boulder","Women",21,"AUT",59
"Mattea Pötzi","boulder","Women",21,"AUT",59
"Mattea Pötzi","lead","Women",22,"AUT",19
"Mattea Pötzi","lead","Women",22,"AUT",19
"Mattea Pötzi","lead","Women",22,"AUT",19
"Mattea Pötzi","lead","Women",22,"AUT",19
"Mattea Pötzi","lead","Women",22,"AUT",19
"Mattea Pötzi","lead","Women",22,"AUT",19
"Mattea Pötzi","lead","Women",22,"AUT",19
"Matteo Manzoni","boulder","Men",21,"ITA",87
"Matteo Zurloni","speed","Men",20,"ITA",29
"Matteo Zurloni","speed","Men",20,"ITA",29
"Matthaios VALSAMIDIS","boulder","Men",22,"GRC",91
"Matthaios VALSAMIDIS","boulder","Men",22,"GRC",91
"Matthaios VALSAMIDIS","boulder","Men",22,"GRC",91
"Matthaios VALSAMIDIS","lead","Men",22,"GRC",83
"Matthaios VALSAMIDIS","lead","Men",22,"GRC",83
"Matthew Cousins","boulder","Men",32,"GBR",23
"Matthew Cousins","boulder","Men",32,"GBR",23
"Matthew Fall","speed","Men",20,"GBR",21
"Matthew Fall","speed","Men",20,"GBR",21
"Matthew Fall","speed","Men",20,"GBR",21
"Matvey Yessipov","speed","Men",18,"KAZ",33
"Matvey Yessipov","speed","Men",18,"KAZ",33
"Matvey Yessipov","speed","Men",18,"KAZ",33
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","boulder","Men",24,"DEU",16
"Max Kleesattel","lead","Men",23,"DEU",38
"Max Kleesattel","lead","Men",23,"DEU",38
"Max Kleesattel","lead","Men",23,"DEU",38
"Maximilian Lenz","boulder","Men",19,"AUT",101
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","boulder","Men",22,"GBR",2
"Maximillian Milne","lead","Men",22,"GBR",31
"Maximillian Milne","lead","Men",22,"GBR",31
"Maximillian Milne","lead","Men",22,"GBR",31
"Maximillian Milne","lead","Men",22,"GBR",31
"Maximillian Milne","lead","Men",22,"GBR",31
"Maya Dreamer","boulder","Women",20,"ISR",25
"Maya Dreamer","boulder","Women",20,"ISR",25
"Maya Dreamer","boulder","Women",20,"ISR",25
"Maya Dreamer","boulder","Women",20,"ISR",25
"Maya Dreamer","boulder","Women",20,"ISR",25
"Maya Dreamer","lead","Women",20,"ISR",40
"Maya Dreamer","lead","Women",20,"ISR",40
"Maya Dreamer","lead","Women",20,"ISR",40
"Maya Dreamer","lead","Women",20,"ISR",40
"Maya Dreamer","lead","Women",20,"ISR",40
"Maya Madere","boulder","Women",23,"USA",25
"Maya Madere","boulder","Women",23,"USA",25
"Maya Madere","boulder","Women",23,"USA",25
"Maya Madere","boulder","Women",23,"USA",25
"Maya Madere","boulder","Women",23,"USA",25
"Maya Madere","boulder","Women",23,"USA",25
"Maya Madere","boulder","Women",23,"USA",25
"Maya Madere","boulder","Women",23,"USA",25
"Maya Madere","lead","Women",22,"USA",27
"Maya Madere","lead","Women",22,"USA",27
"Maya Madere","lead","Women",22,"USA",27
"Maya Madere","lead","Women",22,"USA",27
"Megan Lynch","boulder","Women",23,"USA",17
"Megan Lynch","boulder","Women",23,"USA",17
"Mehdi Alipour Shenazandifard","speed","Men",24,"IRN",5
"Mehdi Alipour Shenazandifard","speed","Men",24,"IRN",5
"Mei Kotake","lead","Women",25,"JPN",10
"Mei Kotake","lead","Women",25,"JPN",10
"Mei Kotake","lead","Women",25,"JPN",10
"Mei Kotake","lead","Women",25,"JPN",10
"Mei Kotake","lead","Women",25,"JPN",10
"Meichi Narasaki","boulder","Men",23,"JPN",5
"Meichi Narasaki","boulder","Men",23,"JPN",5
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder","Men",18,"FRA",1
"Mejdi Schalck","boulder&lead","Men",18,"FRA",11
"Mejdi Schalck","lead","Men",17,"FRA",7
"Mejdi Schalck","lead","Men",17,"FRA",7
"Mejdi Schalck","lead","Men",17,"FRA",7
"Mejdi Schalck","lead","Men",17,"FRA",7
"Mejdi Schalck","lead","Men",17,"FRA",7
"Mel Janse van Rensburg","boulder","Men",21,"ZAF",97
"Mel Janse van Rensburg","lead","Men",20,"ZAF",76
"Mel Janse van Rensburg","lead","Men",20,"ZAF",76
"Melina Costanza","boulder","Women",23,"USA",21
"Melina Costanza","boulder","Women",23,"USA",21
"Melina Costanza","boulder","Women",23,"USA",21
"Melina Costanza","lead","Women",23,"USA",13
"Melina Costanza","lead","Women",23,"USA",13
"Melina Costanza","lead","Women",23,"USA",13
"Merritt Ernsberger","speed","Men",22,"USA",5
"Merritt Ernsberger","speed","Men",22,"USA",5
"Merritt Ernsberger","speed","Men",22,"USA",5
"Merritt Ernsberger","speed","Men",22,"USA",5
"Mia AOYAGI","boulder","Women",19,"JPN",6
"Mia AOYAGI","boulder","Women",19,"JPN",6
"Mia AOYAGI","boulder","Women",19,"JPN",6
"Mia AOYAGI","boulder","Women",19,"JPN",6
"Mia AOYAGI","boulder","Women",19,"JPN",6
"Mia AOYAGI","boulder&lead","Women",19,"JPN",19
"Mia Krampl","boulder","Women",21,"SVN",15
"Mia Krampl","boulder","Women",21,"SVN",15
"Mia Krampl","boulder","Women",21,"SVN",15
"Mia Krampl","boulder","Women",21,"SVN",15
"Mia Krampl","boulder","Women",21,"SVN",15
"Mia Krampl","boulder&lead","Women",22,"SVN",8
"Mia Krampl","combined","Women",21,"SVN",2
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","lead","Women",22,"SVN",3
"Mia Krampl","speed","Women",22,"SVN",23
"Mia Krampl","speed","Women",22,"SVN",23
"Mia Weeda","boulder","Women",18,"AUS",74
"Mia Weeda","boulder","Women",18,"AUS",74
"Mia Weeda","lead","Women",18,"AUS",76
"Mia Weeda","lead","Women",18,"AUS",76
"Mia Weeda","speed","Women",17,"AUS",46
"Micah Liss","speed","Men",19,"USA",27
"Micah Liss","speed","Men",19,"USA",27
"Micah Liss","speed","Men",19,"USA",27
"Michael Finn-Henry","speed","Men",23,"CAN",12
"Michael Finn-Henry","speed","Men",23,"CAN",12
"Michael Finn-Henry","speed","Men",23,"CAN",12
"Michael Finn-Henry","speed","Men",23,"CAN",12
"Michael Finn-Henry","speed","Men",23,"CAN",12
"Michael O'Neill","boulder","Men",22,"IRL",45
"Michael O'Neill","boulder","Men",22,"IRL",45
