City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification 1 score,Qualification 1 rank,Qualification 2 score,Qualification 2 rank,Qualification score,Qualification rank,Semi-final score,Semi-final rank,1/8 score,1/4 score,1/2 score,Small Final score,Final score,Final rank
Edinburgh,GBR,2022,LS,WC,speed,Men,22,Linus,Bader,GER,2002,,,,,6.27,22,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,23,Hubert,Przytula,POL,1993,,,,,6.298,23,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,24,Hajime,Takeda,JPN,2002,,,,,6.299,24,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,25,Marco,Rontini,ITA,2005,,,,,6.32,25,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,26,Cheung-chi Shoji,Chan,HKG,1995,,,,,6.5,26,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,27,PENG,WU,CHN,2002,,,,,6.64,27,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,28,Joshua,Bruyns,RSA,2003,,,,,6.73,28,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,29,Andrew,Goodall,GBR,2005,,,,,6.75,29,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,30,Chi-fung,AU,HKG,1995,,,,,6.76,30,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,31,Ludovico,Fossali,ITA,1997,,,,,6.81,31,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,32,Ayumu,MITA,JPN,2005,,,,,7.82,32,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,33,Shuto,FUJINO,JPN,2004,,,,,8.16,33,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,34,Amir,Maimuratov,KAZ,1995,,,,,8.33,34,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,35,Rafe,Stokes,GBR,2005,,,,,8.41,35,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,36,Alessandro,Boulos,ITA,1994,,,,,9.27,36,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,37,LONG,CAO,CHN,2000,,,,,FALSE START,37,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,37,Marcin,Dzienski,POL,1993,,,,,FALSE START,37,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,37,Danyil,Boldyrev,UKR,1992,,,,,FALSE START,37,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,37,LIANG,ZHANG,CHN,2003,,,,,FALSE START,37,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,37,Zach,Hammer,USA,2006,,,,,FALSE START,37,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,1,Aleksandra,Kalucka,POL,2001,,,,,7.06,3,,,7.07,6.93,6.83,,7.47,1
Edinburgh,GBR,2022,LS,WC,speed,Women,2,Natalia,Kalucka,POL,2001,,,,,7,1,,,7.34,7.08,7.24,,FALL,2
Edinburgh,GBR,2022,LS,WC,speed,Women,3,Emma,Hunt,USA,2003,,,,,7.02 (PaR),2,,,7.06,6.88,6.84,7.28,,3
Edinburgh,GBR,2022,LS,WC,speed,Women,4,Giulia,Randi ,ITA,2002,,,,,7.698,12,,,7.5,8.38,10.08,7.63,,4
Edinburgh,GBR,2022,LS,WC,speed,Women,5,Patrycja,Chudziak,POL,1997,,,,,7.579,6,,,7.65,8.71,,,,5
Edinburgh,GBR,2022,LS,WC,speed,Women,6,YUFANG,XIE,CHN,2002,,,,,7.67,9,,,7.78,10.41,,,,6
Edinburgh,GBR,2022,LS,WC,speed,Women,6,DI,NIU,CHN,1996,,,,,7.67,9,,,7.65,FALL,,,,6
Edinburgh,GBR,2022,LS,WC,speed,Women,8,Anna,Brozek,POL,1995,,,,,7.699,13,,,7.61,9.11,,,,8
Edinburgh,GBR,2022,LS,WC,speed,Women,9,LIJUAN,DENG,CHN,2000,,,,,7.24,4,,,7.72,,,,,9
Edinburgh,GBR,2022,LS,WC,speed,Women,10,SHENGYAN,WANG,CHN,2000,,,,,7.574,5,,,7.57,,,,,10
Edinburgh,GBR,2022,LS,WC,speed,Women,11,Aurelia,Sarisson,FRA,1997,,,,,7.62,7,,,8.82,,,,,11
Edinburgh,GBR,2022,LS,WC,speed,Women,12,Capucine,Viglione,FRA,2002,,,,,7.66,8,,,7.8,,,,,12
Edinburgh,GBR,2022,LS,WC,speed,Women,13,Beatrice,Colli,ITA,2004,,,,,7.691,11,,,7.76,,,,,13
Edinburgh,GBR,2022,LS,WC,speed,Women,14,Tamara,Ulzhabayeva,KAZ,1987,,,,,8.03,14,,,8.01,,,,,14
Edinburgh,GBR,2022,LS,WC,speed,Women,15,GUIZHEN,XIE,CHN,1998,,,,,8.07,15,,,8.11,,,,,15
Edinburgh,GBR,2022,LS,WC,speed,Women,16,Sofia,Bellesini,ITA,2005,,,,,8.18,16,,,8.16,,,,,16
Edinburgh,GBR,2022,LS,WC,speed,Women,17,Julia,Koch,GER,2000,,,,,8.28,17,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,18,Assel,Marlenova,KAZ,1997,,,,,8.42,18,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,19,Natsumi,HAYASHI,JPN,1991,,,,,8.79,19,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,20,Jimin,JEONG,KOR,2004,,,,,8.8,20,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,21,Franziska,Ritter,GER,2003,,,,,9.65,21,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,22,Manami,AIBARA,JPN,2003,,,,,9.93,22,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,23,Sophia,Curcio,USA,2006,,,,,9.94,23,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,24,Saveena,Fillingham,GBR,2005,,,,,10.29,24,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,25,Haruka,KANETANI,JPN,2006,,,,,11.5,25,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,26,Margarita,Agambayeva,KAZ,1999,,,,,FALL,26,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Women,27,Erica,Velev,CAN,2002,,,,,FALSE START,27,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,1,Ao,YURIKUSA,JPN,2002,TOP,1,35+,4,4.74,3,36+,3,,,,,29,1
Jakarta,INA,2022,LS,WC,lead,Men,2,Masahiro,Higuchi,JPN,1992,TOP,1,35+,4,4.74,3,36+,3,,,,,28,2
Jakarta,INA,2022,LS,WC,lead,Men,3,Sebastian,Halenke,GER,1995,33+,10,TOP,1,4.9,6,36+,5,,,,,28,3
Jakarta,INA,2022,LS,WC,lead,Men,4,Hidemasa,Nishida,JPN,2002,34+,9,34,7,8.49,9,40+,1,,,,,27+,4
Jakarta,INA,2022,LS,WC,lead,Men,5,Satone,YOSHIDA,JPN,2004,TOP,1,TOP,1,3,1,37+,2,,,,,27+,5
Jakarta,INA,2022,LS,WC,lead,Men,6,Dohyun,LEE,KOR,2002,33,15,34,7,11.14,11,33+,8,,,,,27+,6
Jakarta,INA,2022,LS,WC,lead,Men,7,Luka,Potocar,SLO,2001,TOP,1,30+,11,7.04,8,33+,7,,,,,25+,7
Jakarta,INA,2022,LS,WC,lead,Men,8,RAVIANDI,RAMADHAN,INA,2002,30+,19,30,12,15.1,15,35,6,,,,,22+,8
Jakarta,INA,2022,LS,WC,lead,Men,9,Yoshiyuki,Ogata,JPN,1998,TOP,1,TOP,1,3,1,33,9,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,10,Sean,Bailey,USA,1996,31,18,34,7,12,12,32+,10,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,11,Mathias,Posch,AUT,1999,33+,10,26,23,16.61,18,32+,11,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,12,Taisei,Homma,JPN,1999,TOP,1,33+,10,6.71,7,31+,12,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,13,Jesse,Grupper,USA,1997,TOP,1,25+,24,10.39,10,31+,13,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,14,RAVIANTO,RAMADHAN,INA,2002,33,15,29+,13,14.73,14,31+,14,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,15,Oscar,Baudrand,CAN,2005,31+,17,28,17,17,19,31+,15,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,16,Sascha,Lehmann,SUI,1998,TOP,1,35+,4,4.74,3,27+,16,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,17,Milan,Preskar,SLO,1996,28+,22,28+,16,19.18,21,27,17,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,18,Cheung-chi Shoji,Chan,HKG,1995,13,40,29+,13,23.66,24,25+,18,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,19,MUSAUWIR,MUSAUWIR,INA,2004,28,25,27,19,22.08,23,24+,19,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,20,Alex,Waterhouse,GBR,1997,28+,22,29+,13,17.94,20,22+,20,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,21,MUHAMMAD,RIZKY SYAHRAFLI SIMATUPANG,INA,2004,29,21,24,27,24.03,25,22+,21,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,22,Jonas,Utelli,SUI,2003,33+,10,27+,18,14.7,13,21+,22,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,23,Hamish,McArthur,GBR,2002,33+,10,27,19,15.3,16,21+,23,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,24,Yuval,Shemla,ISR,1998,33+,10,26+,21,16.06,17,21+,24,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,25,Stefan,Scherz,AUT,2001,30,20,26+,21,20.74,22,21+,25,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,26,Philipp,Martin,GER,1994,28+,22,24,27,25.15,26,21+,26,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,27,Victor,Baudrand,CAN,2003,26+,26,23,29,27.93,27,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,28,Joe,Goodacre,USA,2001,25+,27,23,29,28.98,28,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,29,Chi-fung,AU,HKG,1995,22+,34,24+,26,29.73,29,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,30,Luke,GOH WEN BIN,SGP,2002,21+,35,25,25,29.79,30,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,31,PUTRA,TRI RAMADANI,INA,2005,25+,27,22+,32,30.17,31,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,32,SIGRID,BIM,INA,1999,24+,30,23,29,30.5,32,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,33,EVALL,SEPTY JAWARA,INA,1992,25+,27,21+,34,31.08,33,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,34,MUHAMMAD FERZA FERNADA,ABDI,INA,2003,24+,30,22+,32,31.74,34,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,35,Ka-chun,Yau,HKG,1992,24,33,21,36,34.47,35,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,36,FATCHUR,ROJI,INA,1996,24+,30,15,40,35.43,36,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,37,Chia Hsiang,Lin,TPE,1998,21+,35,19,37,36.24,37,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,38,Hritik,Marne,IND,2000,14,39,21+,34,36.68,38,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,39,Cheuk-nam,WONG,HKG,2001,17,38,18+,38,38,39,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,40,MUHAMMAD RAMZI,FIRMANSYAH,INA,2004,17+,37,15,40,38.71,40,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,41,Sahil,Khan,IND,2002,12+,41,17+,39,39.99,41,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Men,,Alberto,Ginés López,ESP,2002,DNS,,DNS,,DNS,,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,1,Janja,Garnbret,SLO,1999,TOP,1,TOP,1,1.94,1,41+,3,,,,,TOP,1
Jakarta,INA,2022,LS,WC,lead,Women,2,Chaehyun,SEO,KOR,2003,TOP,1,TOP,1,1.94,1,TOP,1,,,,,40,2
Jakarta,INA,2022,LS,WC,lead,Women,3,Mia,Krampl,SLO,2000,40,9,44+,4,6.36,7,31+,8,,,,,35+,3
Jakarta,INA,2022,LS,WC,lead,Women,4,Hannah,Meul,GER,2001,TOP,1,44+,4,3.35,4,TOP,2,,,,,34+,4
Jakarta,INA,2022,LS,WC,lead,Women,5,Laura,Rogora,ITA,2001,43+,5,43+,6,5.98,5,40,4,,,,,34+,5
Jakarta,INA,2022,LS,WC,lead,Women,6,Vita,Lukan,SLO,2000,TOP,1,45,3,2.74,3,34,7,,,,,34+,6
Jakarta,INA,2022,LS,WC,lead,Women,7,Ryu,NAKAGAWA,JPN,2004,42+,8,39+,8,8.25,8,34+,6,,,,,29+,7
Jakarta,INA,2022,LS,WC,lead,Women,8,Natsuki,Tanii,JPN,2003,43+,5,43+,6,5.98,5,35+,5,,,,,19+,8
Jakarta,INA,2022,LS,WC,lead,Women,9,Hana,KOIKE,JPN,2005,43,7,38+,10,8.57,9,31+,9,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,10,Risa,Ota,JPN,1993,37,11,39+,8,9.67,10,30+,10,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,11,Kyra,Condie,USA,1996,35+,13,34+,12,13.42,12,30+,11,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,12,Mei,Kotake,JPN,1997,38+,10,21+,18,13.96,13,30+,12,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,13,Alannah,Yip,CAN,1993,35+,13,26+,15,15.25,15,26+,13,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,14,Käthe,Atkins,GER,2001,31+,19,32+,13,15.72,16,25+,14,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,15,Noa,Shiran,ISR,2001,29+,21,26+,15,18.04,18,25+,15,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,16,Eliska,Adamovska,CZE,2001,36,12,22,17,14.28,14,25,16,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,17,Michaela,Smetanova,CZE,2003,35+,13,38+,10,12.55,11,24+,17,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,18,Martina,Demmel,GER,2001,35+,13,21,22,18.57,20,24+,18,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,19,Hung Ying,Lee,TPE,1985,27+,23,21,22,23.49,24,24,19,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,20,Yejoo,SEO,KOR,2006,28,22,21+,18,20.71,22,23+,20,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,21,FUJIYANTI,WIDIA,INA,1999,32+,18,20+,25,21.21,23,23+,21,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,22,Miu,KAKIZAKI,JPN,2003,35+,13,21+,18,17.1,17,23,22,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,23,Liv,Egli,SUI,2003,27+,23,29+,14,18.33,19,22,23,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,24,Hsiu-Ju,Lin,TPE,1993,30+,20,21+,18,19.75,21,21+,24,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,25,Chloe,Earle,CAN,2000,25,27,18,28,27.5,26,18,25,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,26,SUKMA,LINTANG CAHYANI,INA,2004,27,26,21,22,24.45,25,15,26,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,27,Roxy,Perry,AUS,1997,20+,30,18+,26,28.2,27,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,28,RAGIL RAKASIWII,KHARISMA,INA,2000,23+,28,17,29,28.5,28,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,29,NUR,KHALISHAH,INA,2004,20,31,18+,26,29.12,29,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,30,CHOIRUL,UMI CAHYANING AYUB,INA,2001,27+,23,8+,38,30.2,30,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,31,Tan,Shi Hui,SGP,1992,20,31,16+,30,31.24,31,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,32,NUR,ISMATUL SAKDIA,INA,2004,20,31,16,32,32,32,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,33,FADYA DEVI,MONICA,INA,2005,19+,34,16+,30,32.2,33,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,34,Madison,Fischer,CAN,2001,22,29,8,39,33.63,34,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,35,Prateeksha,Arun,IND,1998,17+,35,13+,34,34.75,35,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,36,TRIARA,PUTRI RAUDHAH,INA,2005,16+,36,15+,33,34.94,36,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,37,Saniya  Farooque,Shaikh,IND,2005,16+,36,13,36,36.5,37,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,38,NURUL,AISYAH RAMADHANI SUAT,INA,2002,16,39,13+,34,36.68,38,,,,,,,,
Jakarta,INA,2022,LS,WC,lead,Women,39,NUR DIATUL,JANNAH,INA,2004,16+,36,12+,37,37,39,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,1,ASPAR,ASPAR,INA,1992,,,,,5.24,3,,,5.39,5.27,5.31,,5.39,1
Jakarta,INA,2022,LS,WC,speed,Men,2,KIROMAL,KATIBIN,INA,2000,,,,,5.436,8,,,WILDCARD,5.14,7.25,,5.75,2
Jakarta,INA,2022,LS,WC,speed,Men,3,LONG,CAO,CHN,2000,,,,,5.35,5,,,6.39,5.33,FALL,5.16,,3
Jakarta,INA,2022,LS,WC,speed,Men,4,JINBAO,LONG,CHN,2000,,,,,5.2,2,,,5.49,5.32,5.81,FALL,,4
Jakarta,INA,2022,LS,WC,speed,Men,5,VEDDRIQ,LEONARDO,INA,1997,,,,,5.06,1,,,5.42,5.15,,,,5
Jakarta,INA,2022,LS,WC,speed,Men,6,RAHARJATI,NURSAMSA,INA,2001,,,,,5.4,6,,,5.54,5.3,,,,6
Jakarta,INA,2022,LS,WC,speed,Men,7,Samuel,Watson,USA,2006,,,,,5.46,10,,,5.45,6.51,,,,7
Jakarta,INA,2022,LS,WC,speed,Men,8,Seungbeom,LEE,KOR,1999,,,,,5.508,13,,,5.62,5.6,,,,8
Jakarta,INA,2022,LS,WC,speed,Men,9,JIANGUO,LONG,CHN,2003,,,,,5.3,4,,,FALL,,,,,9
Jakarta,INA,2022,LS,WC,speed,Men,10,Euncheol,SHIN,KOR,1999,,,,,5.434,7,,,FALL,,,,,10
Jakarta,INA,2022,LS,WC,speed,Men,11,ADITYA,TRI SYAHRIA,INA,2003,,,,,5.44,9,,,FALSE START,,,,,11
Jakarta,INA,2022,LS,WC,speed,Men,12,Erik,Noya Cardona,ESP,1994,,,,,5.504,11,,,7.89,,,,,12
Jakarta,INA,2022,LS,WC,speed,Men,13,RAHMAD,ADI MULYONO,INA,2000,,,,,5.506,12,,,FALL,,,,,13
Jakarta,INA,2022,LS,WC,speed,Men,14,Noah,Bratschi,USA,2000,,,,,5.58,14,,,6.41,,,,,14
Jakarta,INA,2022,LS,WC,speed,Men,15,Guillaume,Moro,FRA,1994,,,,,5.6,15,,,5.64,,,,,15
Jakarta,INA,2022,LS,WC,speed,Men,16,Jun,YASUKAWA,JPN,2003,,,,,5.625,16,,,5.56,,,,,16
Jakarta,INA,2022,LS,WC,speed,Men,17,PENG,WU,CHN,2002,,,,,5.629,17,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,18,John,Brosler,USA,1997,,,,,5.63,18,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,19,ALFIAN,MUHAMMAD FAJRI,INA,1997,,,,,5.65,19,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,20,Yaroslav,Tkach,UKR,2001,,,,,5.67,20,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,21,ZAENAL,ARIPIN,INA,1992,,,,,5.72,21,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,22,Marcin,Dzienski,POL,1993,,,,,5.73,22,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,23,Sebastian,Lucke,GER,2002,,,,,5.74,23,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,24,Beknur,Altynbekov,KAZ,2002,,,,,5.8,24,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,25,Joe,Goodacre,USA,2001,,,,,5.87,25,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,26,Ludovico,Fossali,ITA,1997,,,,,5.88,26,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,27,Yudai,Ikeda,JPN,1998,,,,,5.96,27,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,28,GLENN,BAKRI,INA,1998,,,,,6.09,28,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,29,Taeung,MOON,KOR,2001,,,,,6.23,29,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,30,RaAMASKI,ASWIN KRISTANTO,INA,2005,,,,,6.27,30,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,31,Cheung-chi Shoji,Chan,HKG,1995,,,,,6.3,31,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,32,Linus,Bader,GER,2002,,,,,6.41,32,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,33,Sergey,Besmertnykh,KAZ,2000,,,,,6.45,33,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,34,Deepu,Mallesh,IND,1998,,,,,6.46,34,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,35,Chia Hsiang,Lin,TPE,1998,,,,,6.50 (6.809),35,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,36,Cheuk-nam,WONG,HKG,2001,,,,,6.50 (6.815),36,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,37,Yongjun,JUNG,KOR,2003,,,,,6.57,37,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,38,Minsu,KANG,KOR,2001,,,,,6.62,38,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,39,Ryo,OMASA,JPN,2002,,,,,6.69,39,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,40,YEVGENIY,BRYAKIN,KAZ,2004,,,,,6.78,40,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,41,MOCH,RIZKY SAMUDRA DEWANTARA,INA,2001,,,,,6.93,41,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,42,Chi-fung,AU,HKG,1995,,,,,6.94,42,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,43,Sahil,Khan,IND,2002,,,,,6.97,43,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,44,Julian Ronan,David,NZL,2005,,,,,7.83,44,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,45,Shuto,FUJINO,JPN,2004,,,,,7.92,45,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,46,Michael,Finn-Henry,CAN,1999,,,,,7.96,46,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,47,Aaron,Mattes,AUS,2002,,,,,10.55,47,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,48,Danyil,Boldyrev,UKR,1992,,,,,FALL,48,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,48,LIANG,ZHANG,CHN,2003,,,,,FALL,48,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,48,Flynn Hugh,Chisholm,NZL,2005,,,,,FALL,48,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,51,Hajime,Takeda,JPN,2002,,,,,FALSE START,51,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,51,Reza,Alipour Shenazandifard,IRI,1994,,,,,FALSE START,51,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,51,Zach,Hammer,USA,2006,,,,,FALSE START,51,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,51,HINAYAH,MUHAMMAD,INA,1995,,,,,FALSE START,51,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Men,51,Leander,Carmanns,GER,2004,,,,,FALSE START,51,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Women,1,LIJUAN,DENG,CHN,2000,,,,,6.84,2,,,7.05,6.91,6.69,,6.66,1
Jakarta,INA,2022,LS,WC,speed,Women,2,Natalia,Kalucka,POL,2001,,,,,7.12,4,,,7.52,7.27,7.36,,7.2,2
Jakarta,INA,2022,LS,WC,speed,Women,3,Aleksandra,Kalucka,POL,2001,,,,,6.91,3,,,7.11,6.91,6.77,6.81,,3
Jakarta,INA,2022,LS,WC,speed,Women,4,DI,NIU,CHN,1996,,,,,7.31,8,,,7.23,7.3,7.7,FALL,,4
Jakarta,INA,2022,LS,WC,speed,Women,5,Emma,Hunt,USA,2003,,,,,7.18,5,,,7.15,8.07,,,,5
Jakarta,INA,2022,LS,WC,speed,Women,6,NURUL,IQAMAH,INA,1995,,,,,7.21,6,,,WILDCARD,7.09,,,,6
Jakarta,INA,2022,LS,WC,speed,Women,7,NARDA MUTIA,AMANDA,INA,2005,,,,,7.29,7,,,9.42,7.33,,,,7
Jakarta,INA,2022,LS,WC,speed,Women,8,YUFANG,XIE,CHN,2002,,,,,7.82,16,,,7.58,7.57,,,,8
Jakarta,INA,2022,LS,WC,speed,Women,9,DESAK,MADE RITA KUSUMA DEWI,INA,2001,,,,,6.75,1,,,8.22,,,,,9
Jakarta,INA,2022,LS,WC,speed,Women,10,Aurelia,Sarisson,FRA,1997,,,,,7.36,9,,,7.37,,,,,10
Jakarta,INA,2022,LS,WC,speed,Women,11,SHENGYAN,WANG,CHN,2000,,,,,7.4,10,,,FALL,,,,,11
Jakarta,INA,2022,LS,WC,speed,Women,12,RAHMAYUNA,FADILLAH,INA,1995,,,,,7.422,11,,,FALSE START,,,,,12
Jakarta,INA,2022,LS,WC,speed,Women,13,Jimin,JEONG,KOR,2004,,,,,7.427,12,,,7.47,,,,,13
Jakarta,INA,2022,LS,WC,speed,Women,14,Alivany,Ver Khadijah,INA,2002,,,,,7.63,13,,,7.82,,,,,14
Jakarta,INA,2022,LS,WC,speed,Women,15,Capucine,Viglione,FRA,2002,,,,,7.72,14,,,7.48,,,,,15
Jakarta,INA,2022,LS,WC,speed,Women,16,GUIZHEN,XIE,CHN,1998,,,,,7.73,15,,,7.78,,,,,16
Jakarta,INA,2022,LS,WC,speed,Women,17,EKA,DIAN KRISMAWATI,INA,2000,,,,,7.85,17,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Women,18,Patrycja,Chudziak,POL,1997,,,,,7.9,18,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Women,19,RAJIAH,SALLSABILLAH,INA,1999,,,,,7.99,19,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Women,20,Youjin,CHA,KOR,1999,,,,,8.09,20,,,,,,,,
Jakarta,INA,2022,LS,WC,speed,Women,21,Erica,Velev,CAN,2002,,,,,8.22,21,,,,,,,,
